stream;display;offset;poc;type;time;size;quant;pts;pts time;dts;dts time;epsnr;distribution (bits);total;mb_skip;mb_field_decoding_flag;mb_type;sub_mb_type;prediction;pred_mode_flag;pred_mode;inter_prediction;transform;coded_block_pattern;transform_size_8x8_flag;mb_qp_delta;transform;pcm_data;
110;112;0x0000000I64X;224;P;00:00:03:733;5889;22;;;;;43.688036;;47 112;439;0;4 255;0;;1 116;1 997;12 999;;3 427;88;4 013;16 438;0;
111;110;0x0000000I64X;220;B;00:00:03:666;1762;22;;;;;43.098322;;14 096;942;0;2 707;0;;180;306;5 463;;820;32;868;1 519;0;
112;111;0x0000000I64X;222;B;00:00:03:700;1709;22;;;;;42.791130;;13 672;959;0;2 477;0;;71;156;5 102;;1 017;24;935;1 704;0;
113;114;0x0000000I64X;228;P;00:00:03:800;5736;22;;;;;41.764463;;45 888;598;0;3 165;0;;676;1 223;12 875;;3 696;52;3 332;18 288;0;
114;113;0x0000000I64X;226;B;00:00:03:766;1542;22;;;;;42.272633;;12 336;1 023;0;1 886;0;;37;74;4 922;;928;19;803;1 541;0;
115;116;0x0000000I64X;232;P;00:00:03:866;5523;22;;;;;42.562915;;44 184;694;0;3 083;0;;735;1 218;10 797;;3 294;80;3 394;18 856;0;
116;115;0x0000000I64X;230;B;00:00:03:833;1701;22;;;;;41.649860;;13 608;970;0;2 398;0;;45;128;4 932;;1 043;28;981;1 890;0;
117;120;0x0000000I64X;240;P;00:00:04:000;7182;22;;;;;42.979997;;57 456;417;0;4 188;0;;1 121;2 206;11 837;;3 311;129;4 213;27 583;0;
118;118;0x0000000I64X;236;B;00:00:03:933;2686;23;;;;;41.262952;;21 488;922;0;4 191;0;;247;530;7 960;;1 541;86;1 384;3 137;0;
119;117;0x0000000I64X;234;B;00:00:03:900;1977;23;;;;;40.800555;;15 816;917;0;2 764;0;;63;169;6 341;;1 276;44;1 045;1 927;0;
120;119;0x0000000I64X;238;B;00:00:03:966;2051;22;;;;;41.120092;;16 408;897;0;3 173;0;;106;287;6 242;;1 143;47;1 161;1 903;0;
121;122;0x0000000I64X;244;P;00:00:04:066;4799;22;;;;;41.904665;;38 392;511;0;4 027;0;;893;1 830;9 643;;3 246;63;3 812;11 906;0;
122;121;0x0000000I64X;242;B;00:00:04:033;1953;22;;;;;42.543778;;15 624;914;0;2 785;0;;67;204;5 774;;1 215;31;1 167;2 126;0;
123;124;0x0000000I64X;248;P;00:00:04:133;4987;22;;;;;42.849156;;39 896;523;0;3 676;0;;999;1 740;11 440;;2 882;126;3 445;12 733;0;
124;123;0x0000000I64X;246;B;00:00:04:100;2266;22;;;;;42.318326;;18 128;859;0;3 480;0;;104;306;6 955;;1 342;45;1 100;2 507;0;
125;126;0x0000000I64X;252;P;00:00:04:200;4992;22;;;;;43.182474;;39 936;604;0;3 619;0;;989;1 907;10 433;;2 949;98;3 433;13 405;0;
126;125;0x0000000I64X;250;B;00:00:04:166;1859;22;;;;;42.343123;;14 872;943;0;2 643;0;;61;152;5 423;;1 242;35;1 098;2 054;0;
127;128;0x0000000I64X;256;P;00:00:04:266;5035;23;;;;;40.575740;;40 280;622;0;3 481;0;;1 024;1 822;11 668;;3 242;118;3 068;13 191;0;
128;127;0x0000000I64X;254;B;00:00:04:233;1724;23;;;;;41.574893;;13 792;995;0;2 470;0;;47;142;5 033;;1 028;34;959;1 939;0;
129;129;0x0000000I64X;258;P;00:00:04:300;3961;23;;;;;42.465575;;31 688;754;0;2 959;0;;652;1 218;8 944;;2 495;82;2 644;10 002;0;
130;130;0x0000000I64X;260;P;00:00:04:333;5164;22;;;;;42.720291;;41 312;391;0;4 112;0;;1 765;3 044;10 595;;2 530;176;3 385;12 738;0;
131;132;0x0000000I64X;264;P;00:00:04:400;5450;23;;;;;40.767536;;43 600;448;0;3 865;0;;1 293;2 269;12 426;;2 963;153;3 621;14 123;0;
132;131;0x0000000I64X;262;B;00:00:04:366;1869;23;;;;;41.743877;;14 952;980;0;2 601;0;;62;170;5 625;;1 003;39;1 142;2 160;0;
133;134;0x0000000I64X;268;P;00:00:04:466;5293;22;;;;;41.400762;;42 344;513;0;4 043;0;;1 073;2 114;11 969;;2 941;115;3 357;13 869;0;
134;133;0x0000000I64X;266;B;00:00:04:433;1897;23;;;;;42.532682;;15 176;944;0;2 376;0;;30;78;5 837;;1 176;28;1 266;2 258;0;
135;136;0x0000000I64X;272;P;00:00:04:533;5062;22;;;;;41.509428;;40 496;539;0;3 744;0;;1 192;2 065;11 255;;2 850;114;3 140;13 295;0;
136;135;0x0000000I64X;270;B;00:00:04:500;2021;23;;;;;42.633796;;16 168;912;0;2 700;0;;53;135;6 039;;1 425;40;1 262;2 347;0;
137;138;0x0000000I64X;276;P;00:00:04:600;5959;23;;;;;40.759029;;47 672;489;0;3 890;0;;1 136;2 195;13 131;;3 288;131;3 450;17 929;0;
138;137;0x0000000I64X;274;B;00:00:04:566;1951;23;;;;;41.504702;;15 608;926;0;2 438;0;;42;109;5 982;;1 269;36;1 202;2 398;0;
139;140;0x0000000I64X;280;P;00:00:04:666;5461;23;;;;;40.417565;;43 688;482;0;3 724;0;;1 201;2 138;11 723;;3 064;122;3 427;15 660;0;
140;139;0x0000000I64X;278;B;00:00:04:633;1748;23;;;;;41.877208;;13 984;957;0;2 304;0;;33;104;5 141;;1 070;25;1 089;2 081;0;
141;141;0x0000000I64X;282;P;00:00:04:700;5754;22;;;;;41.844804;;46 032;433;0;3 624;0;;1 029;1 733;11 726;;3 532;78;3 883;17 862;0;
142;142;0x0000000I64X;284;P;00:00:04:733;4230;22;;;;;42.803452;;33 840;672;0;3 226;0;;928;1 608;9 173;;2 457;95;2 745;10 913;0;
143;144;0x0000000I64X;288;P;00:00:04:800;8108;22;;;;;40.958254;;64 864;446;0;3 983;0;;1 084;2 158;12 390;;3 568;142;4 485;34 700;0;
144;143;0x0000000I64X;286;B;00:00:04:766;2125;23;;;;;40.947416;;17 000;853;0;3 205;0;;47;130;5 188;;1 457;55;1 621;3 242;0;
145;148;0x0000000I64X;296;P;00:00:04:933;6141;22;;;;;41.990744;;49 128;448;0;3 837;0;;908;1 630;11 190;;3 462;99;4 028;21 550;0;
146;146;0x0000000I64X;292;B;00:00:04:866;2416;22;;;;;41.009735;;19 328;933;0;3 299;0;;202;371;6 787;;1 303;149;1 337;3 626;0;
147;145;0x0000000I64X;290;B;00:00:04:833;1743;23;;;;;41.208978;;13 944;928;0;2 343;0;;36;65;4 932;;1 130;27;1 168;2 141;0;
148;147;0x0000000I64X;294;B;00:00:04:900;1689;22;;;;;40.182347;;13 512;914;0;2 519;0;;48;134;5 103;;983;33;1 003;1 546;0;
149;150;0x0000000I64X;300;P;00:00:05:000;4878;22;;;;;40.817068;;39 024;546;0;3 590;0;;871;1 576;11 377;;2 731;87;3 211;12 998;0;
150;149;0x0000000I64X;298;B;00:00:04:966;1758;23;;;;;42.222105;;14 064;947;0;2 458;0;;98;228;5 539;;930;37;949;1 673;0;
151;152;0x0000000I64X;304;P;00:00:05:066;5560;22;;;;;39.935221;;44 480;476;0;3 975;0;;1 079;2 133;11 875;;3 293;108;3 988;15 268;0;
