stream;display;offset;poc;type;time;size;quant;pts;pts time;dts;dts time;epsnr;distribution (bits);total;mb_skip;mb_field_decoding_flag;mb_type;sub_mb_type;prediction;pred_mode_flag;pred_mode;inter_prediction;transform;coded_block_pattern;transform_size_8x8_flag;mb_qp_delta;transform;pcm_data;
127;125;0x0000000I64X;250;B;00:00:04:166;1589;25;;;;;40.193388;;12 712;1 007;0;1 885;0;;44;48;4 077;;1 212;42;770;2 535;0;
128;127;0x0000000I64X;254;B;00:00:04:233;1330;24;;;;;38.780228;;10 640;978;0;1 677;0;;6;17;3 454;;1 128;28;434;1 879;0;
129;132;0x0000000I64X;264;P;00:00:04:400;4820;24;;;;;43.488995;;38 560;626;0;2 695;0;;236;782;12 072;;4 408;40;3 111;13 038;0;
130;130;0x0000000I64X;260;B;00:00:04:333;1943;22;;;;;42.799792;;15 544;912;0;1 875;0;;13;39;4 609;;2 098;72;819;3 893;0;
131;129;0x0000000I64X;258;B;00:00:04:300;1215;23;;;;;41.766324;;9 720;984;0;1 166;0;;0;7;3 318;;1 173;36;364;1 595;0;
132;131;0x0000000I64X;262;B;00:00:04:366;1311;21;;;;;41.648589;;10 488;964;0;1 538;0;;6;12;3 996;;1 109;27;411;1 326;0;
133;136;0x0000000I64X;272;P;00:00:04:533;5977;24;;;;;43.744662;;47 816;476;0;3 308;0;;675;1 698;13 640;;3 950;73;3 629;18 403;0;
134;134;0x0000000I64X;268;B;00:00:04:466;2344;24;;;;;41.098019;;18 752;917;0;2 382;0;;18;47;6 639;;2 001;96;1 206;4 236;0;
135;133;0x0000000I64X;266;B;00:00:04:433;1481;24;;;;;40.577519;;11 848;986;0;1 315;0;;0;4;4 903;;1 274;38;487;1 752;0;
136;135;0x0000000I64X;270;B;00:00:04:500;1440;22;;;;;40.455169;;11 520;1 004;0;1 597;0;;23;46;4 280;;1 069;29;652;1 763;0;
137;140;0x0000000I64X;280;P;00:00:04:666;6357;24;;;;;41.101220;;50 856;382;0;3 983;0;;1 040;2 720;13 098;;3 478;95;3 537;20 375;0;
138;138;0x0000000I64X;276;B;00:00:04:600;2670;24;;;;;40.629751;;21 360;939;0;2 582;0;;55;77;7 539;;2 150;102;1 360;5 373;0;
139;137;0x0000000I64X;274;B;00:00:04:566;1678;24;;;;;40.809300;;13 424;998;0;1 832;0;;25;64;4 748;;1 403;46;765;2 457;0;
140;139;0x0000000I64X;278;B;00:00:04:633;1795;23;;;;;40.462500;;14 360;962;0;2 094;0;;24;69;4 945;;1 586;45;646;2 870;0;
141;144;0x0000000I64X;288;P;00:00:04:800;6187;24;;;;;40.676673;;49 496;347;0;4 060;0;;880;2 403;13 881;;3 783;100;3 065;19 103;0;
142;142;0x0000000I64X;284;B;00:00:04:733;2651;25;;;;;39.839899;;21 208;933;0;2 708;0;;58;135;7 462;;2 038;52;1 417;5 200;0;
143;141;0x0000000I64X;282;B;00:00:04:700;1768;24;;;;;41.392309;;14 144;987;0;1 871;0;;32;58;5 037;;1 447;34;805;2 778;0;
144;143;0x0000000I64X;286;B;00:00:04:766;1908;24;;;;;41.605791;;15 264;950;0;2 221;0;;51;84;4 900;;1 621;35;886;3 389;0;
145;148;0x0000000I64X;296;P;00:00:04:933;5994;23;;;;;43.053556;;47 952;309;0;4 181;0;;1 075;2 877;12 618;;3 619;97;2 651;18 521;0;
146;146;0x0000000I64X;292;B;00:00:04:866;2503;23;;;;;42.051115;;20 024;935;0;2 609;0;;86;147;6 538;;1 932;48;1 053;5 432;0;
147;145;0x0000000I64X;290;B;00:00:04:833;1853;25;;;;;42.189372;;14 824;951;0;2 078;0;;43;84;4 729;;1 557;32;789;3 404;0;
148;147;0x0000000I64X;294;B;00:00:04:900;1855;23;;;;;39.015590;;14 840;962;0;2 119;0;;53;113;4 860;;1 369;27;891;3 309;0;
149;150;0x0000000I64X;300;P;00:00:05:000;5102;23;;;;;40.444883;;40 816;566;0;3 143;0;;417;1 420;12 357;;3 801;33;2 473;14 917;0;
150;149;0x0000000I64X;298;B;00:00:04:966;1821;24;;;;;42.565028;;14 568;951;0;1 884;0;;17;54;4 987;;1 476;40;798;3 229;0;
151;154;0x0000000I64X;308;P;00:00:05:133;7309;23;;;;;42.535483;;58 472;277;0;3 929;0;;671;2 274;15 350;;5 204;62;3 211;25 690;0;
152;152;0x0000000I64X;304;B;00:00:05:066;2838;24;;;;;41.052762;;22 704;875;0;2 637;0;;57;95;7 156;;2 459;78;1 194;6 909;0;
153;151;0x0000000I64X;302;B;00:00:05:033;2031;25;;;;;42.051913;;16 248;960;0;1 980;0;;27;89;5 690;;1 704;46;800;3 793;0;
154;153;0x0000000I64X;306;B;00:00:05:100;1562;24;;;;;40.638826;;12 496;995;0;1 616;0;;9;30;3 696;;1 558;42;599;2 836;0;
155;158;0x0000000I64X;316;P;00:00:05:266;6088;24;;;;;39.886590;;48 704;352;0;3 223;0;;237;1 044;10 769;;4 923;35;3 330;23 499;0;
156;156;0x0000000I64X;312;B;00:00:05:200;1963;24;;;;;41.619884;;15 704;967;0;1 679;0;;13;25;3 478;;2 105;133;849;5 313;0;
157;155;0x0000000I64X;310;B;00:00:05:166;2078;25;;;;;41.252840;;16 624;928;0;2 038;0;;29;65;5 997;;1 807;45;847;3 700;0;
158;157;0x0000000I64X;314;B;00:00:05:233;972;25;;;;;40.461341;;7 776;989;0;935;0;;4;11;1 790;;1 140;31;176;1 751;0;
159;162;0x0000000I64X;324;P;00:00:05:400;5951;24;;;;;41.392806;;47 608;241;0;3 958;0;;988;2 755;13 680;;3 950;78;2 911;17 043;0;
